IMPAQ_ID,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,Address Line 1_update,City_update,State_update,Zip_update,County,County_update,SoS_record,entity,agent_name,store_address,agent_address,agent_city,agent_state,agent_zip
2155,,HWY 160 & HWY 264,,TUBA CITY,AZ,86045,,,,,,,,,,,,Active,GIANT,"Hwy 160 & Hwy 264, Tuba City, AZ, 86045",36.122824200000004,-111.2241023,POINT (-111.2241023 36.1228242),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Giant Industries Inc,Tempe,AZ,N,636592.0,HWY 160 & HWY 264,TUBA CITY,AZ,86045,,COCONINO,L09475492,"GIANT, LLC",MICHAEL M CURTISS,"Address: % MICHAEL M CURTISS 1900 W CHANDLER #14, CHANDLER, AZ, 85224, USA",3920 E WALDON AVE PHOENIX AZ 85018 USA,PHOENIX,AZ,85018
2158,,HWY 160 N,,TUBA CITY,AZ,86045,,,,,,,,,,,,Active,CHEVRON,"Hwy 160 N, Tuba City, AZ, 86045",36.121103399999996,-111.22709029999999,POINT (-111.2270903 36.1211034),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Independent,,,Y,634334.0,HWY 160 N,TUBA CITY,AZ,86045,,COCONINO,,,,,,,,
2161,,264 ST HWY 191,,GANADO,AZ,86505,,,,,,,,,,,,Active,GIANT,"264 St Hwy 191, Ganado, AZ, 86505",35.709401,-109.5584646,POINT (-109.5584646 35.709401),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Giant Industries Inc,Tempe,AZ,N,167741.0,264 ST HWY 191,GANADO,AZ,86505,,APACHE,L09475492,"GIANT, LLC",MICHAEL M CURTISS,"Address: % MICHAEL M CURTISS 1900 W CHANDLER #14, CHANDLER, AZ, 85224, USA",3920 E WALDON AVE PHOENIX AZ 85018 USA,PHOENIX,AZ,85018
2163,,INDIAN RTE 4,,PINON,AZ,86510,,,,,,,,,,,,Active,CONOCO,"Indian Rte 4, Pinon, AZ, 86510",36.095694,-110.2172,POINT (-110.2172 36.095694),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Independent,,,Y,1904282.0,INDIAN RTE 4,PINON,AZ,86510,,NAVAJO,F00270049,CONOCO INC.,C T CORPORATION SYSTEM,"Address: 600 N DAIRY ASHFORD ***, HOUSTON, TX, 77079, USA",3225 N CENTRAL AVE PHOENIX AZ 85012 USA,PHOENIX,AZ,85012
2165,,HWY 160 MILE 449,,TEEC NOS POS,AZ,86514,,,,,,,,,,,,Active,TRADING POST,"Hwy 160 Mile 449, Teec Nos Pos, AZ, 86514",36.919979,-109.08365159999998,POINT (-109.0836516 36.919979),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Thriftway Marketing Corp,Farmington,NM,N,300929.0,HWY 160 MILE 449,TEEC NOS POS,AZ,86514,,APACHE,07766111,"TRADING POST, INC.",TOM SHANNON,"Address: 1568 N WAKONDA ST, FLAGSTAFF, AZ, 86004, USA",1568 N WAKONDA ST FLAGSTAFF AZ 86004 USA,FLAGSTAFF,AZ,86004
2171,,580 HWY 264,,SAINT MICHAELS,AZ,86511,,,,,,,,,,,,Active,NAPCO,"580 Hwy 264, Saint Michaels, AZ, 86511",35.655662,-109.1020493,POINT (-109.1020493 35.655662),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Thriftway Marketing Corp,Farmington,NM,N,700032.0,580 HWY 264,SAINT MICHAELS,AZ,86511,,APACHE,01086001,"NAPCO, LTD.",PAUL KOIVISTO,"Address: % KOIVISTO AND KOIVISTO, P.C., 7025 E GREENWAY PARKWAY, SUITE 500, SCOTTSDALE, AZ, 85254, USA",7025 E GREENWAY PKWY SUITE 500 SCOTTSDALE AZ 85254 USA,SCOTTSDALE,AZ,85254
2178,,16277 US HWY 66,,PEACH SPRINGS,AZ,86434,,,,,,,,,,,,Active,GAS N GRUB,"16277 US Hwy 66, Peach Springs, AZ, 86434",35.529140399999996,-113.42548629999999,POINT (-113.4254863 35.5291404),Yes,,Hualapai,Hualapai Indian Reservation,,,New Retailer,Gas N Grub HQ,Kingman,AZ,N,1694686.0,16277 US HWY 66,PEACH SPRINGS,AZ,86434,,MOHAVE,,,,,,,,
2336,,47337 C ST HWY 264,,SAINT MICHAELS,AZ,86511,,,,,,,,,,,,Active,FAMILY DOLLAR,"47337 C St Hwy 264, Saint Michaels, AZ, 86511",35.6554657,-109.0986675,POINT (-109.0986675 35.6554657),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Family Dollar Stores Inc,Matthews,NC,N,7586812.0,47337 C ST HWY 264,SAINT MICHAELS,AZ,86511,,APACHE,F08710462,"FAMILY DOLLAR, INC.",CORPORATION SERVICE COMPANY,"Address: 8825 N 23rd Avenue, Suite 100, PHOENIX, AZ, 85021, USA",8825 N 23RD AVE SUITE 100 PHOENIX AZ 85021 USA,PHOENIX,AZ,85021
2342,,1012 MAIN ST,,TUBA CITY,AZ,86045,,,,,,,,,,,,Active,FAMILY DOLLAR,"1012 Main St, Tuba City, AZ, 86045",36.1292,-111.2394,POINT (-111.2394 36.1292),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Family Dollar Stores Inc,Matthews,NC,N,7600507.0,1012 MAIN ST,TUBA CITY,AZ,86045,,COCONINO,F08710462,"FAMILY DOLLAR, INC.",CORPORATION SERVICE COMPANY,"Address: 8825 N 23rd Avenue, Suite 100, PHOENIX, AZ, 85021, USA",8825 N 23RD AVE SUITE 100 PHOENIX AZ 85021 USA,PHOENIX,AZ,85021
2377,,8920 S HIGHWAY 95,,MOHAVE VALLEY,AZ,86440,,,,,,,,,,,,Active,FAMILY DOLLAR,"8920 S Highway 95, Mohave Valley, AZ, 86440",34.89263,-114.59778999999999,POINT (-114.59779 34.89263),Yes,,Fort Mojave,Fort Mojave Reservation,,,New Retailer,Family Dollar Stores Inc,Matthews,NC,N,7260464.0,8920 S HIGHWAY 95,MOHAVE VALLEY,AZ,86440,,MOHAVE,F08710462,"FAMILY DOLLAR, INC.",CORPORATION SERVICE COMPANY,"Address: 8825 N 23rd Avenue, Suite 100, PHOENIX, AZ, 85021, USA",8825 N 23RD AVE SUITE 100 PHOENIX AZ 85021 USA,PHOENIX,AZ,85021
2577,,2750 E LAGUNA RD,,MOHAVE VALLEY,AZ,86440,,,,,,,,,,,,Active,MOHAVE VALLEY RACEWAY,"2750 E Laguna Rd, Mohave Valley, AZ, 86440",34.895195,-114.55388,POINT (-114.55388 34.895195),Yes,,Fort Mojave,Fort Mojave Reservation,,,New Retailer,Independent,,,N,1705211.0,2750 E LAGUNA RD,MOHAVE VALLEY,AZ,86440,,MOHAVE,13845449,"MOHAVE VALLEY RACEWAY, INC.",JOSEPH S MORABITO,"Address: 2303 E HULET AVE, MOHAVE VALLEY, AZ, 86440, USA",2303 E HULET AVE MOHAVE VALLEY AZ 86440 USA,MOHAVE VALLEY,AZ,86440
2685,,8415 N PIMA RD STE 125,,SCOTTSDALE,AZ,85258,,,,,,,,,,,,Active,ALL CARE PHARMACY,"8415 N Pima Rd Ste 125, Scottsdale, AZ, 85258",33.55735120000001,-111.89086029999999,POINT (-111.8908603 33.55735120000001),Yes,,Salt River,Salt River Reservation,,,New Retailer,Independent,,,N,7296843.0,8415 N PIMA RD STE 125,SCOTTSDALE,AZ,85258,,MARICOPA,,,,,,,,
2714,,9000 E INDIAN BEND RD,,SCOTTSDALE,AZ,85250,,,,,,,,,,,,Active,CVS PHARMACY,"9000 E Indian Bend Rd, Scottsdale, AZ, 85250",33.540555100000006,-111.88699540000002,POINT (-111.8869954 33.54055510000001),Yes,,Salt River,Salt River Reservation,,,New Retailer,CVS Division 8,Woonsocket,RI,N,7458615.0,9000 E INDIAN BEND RD,SCOTTSDALE,AZ,85250,,MARICOPA,F10106595,"CVS PHARMACY, INC.",C T CORPORATION SYSTEM,"Address: CT CORPORATION SYSTEM 3800 N CENTRAL AVE SUITE 460, PHOENIX, AZ, 85012, USA",3800 N CENTRAL AVE SUITE 460 PHOENIX AZ 85012 USA,PHOENIX,AZ,85012
2798,,310 OCOTILLO LN,,SACATON,AZ,85147,,,,,,,,,,,,Active,SACATON SUPER MART,"310 Ocotillo Ln, Sacaton, AZ, 85147",33.0850734,-111.7549412,POINT (-111.7549412 33.0850734),Yes,,Gila River,Gila River Indian Reservation,,,New Retailer,Independent,,,N,471112.0,310 OCOTILLO LN,SACATON,AZ,85147,,PINAL,L19196666,SACATON SUPER MART LLC,T NATHAN ROBINETTE,"Address: % T NATHAN ROBINETTE 310 OCOTILLO DR, SACATON, AZ, 85247, USA",44411 W OSTER DR MARICOPA AZ 85138 USA,MARICOPA,AZ,85138
2806,,HWY 70,,PERIDOT,AZ,85542,,,,,,,,,,,,Active,BASHAS MARKET,"Hwy 70, Peridot, AZ, 85542",33.298134999999995,-110.4741006,POINT (-110.4741006 33.29813499999999),Yes,,San Carlos,San Carlos Reservation,,,New Retailer,Bashas Markets Inc,Chandler,AZ,N,519746.0,HWY 70,PERIDOT,AZ,85542,,GILA,,,,,,,,
2812,,1020 W ARIZONA AVE,,PARKER,AZ,85344,,,,,,,,,,,,Active,FOOD CITY,"1020 W Arizona Ave, Parker, AZ, 85344",34.1468,-114.28867,POINT (-114.28867 34.1468),Yes,,Colorado River,Colorado River Indian Reservation,,,New Retailer,Bashas Markets Inc,Chandler,AZ,N,241842.0,1020 W ARIZONA AVE,PARKER,AZ,85344,,LA PAZ,,,,,,,,
2823,,HWY 73 & MAIN ST,,WHITERIVER,AZ,85941,,,,,,,,,,,,Active,BASHAS MARKET,"Hwy 73 & Main St, Whiteriver, AZ, 85941",33.82422879999999,-109.97905379999999,POINT (-109.9790538 33.82422879999999),Yes,,Fort Apache,Fort Apache Reservation,,,New Retailer,Bashas Markets Inc,Chandler,AZ,N,114161.0,HWY 73 & MAIN ST,WHITERIVER,AZ,85941,,NAVAJO,,,,,,,,
2840,,1115 S MOHAVE AVE,,PARKER,AZ,85344,,,,,,,,,,,,Active,RUNNING MAN,"1115 S Mohave Ave, Parker, AZ, 85344",34.1472519,-114.29316770000001,POINT (-114.2931677 34.1472519),Yes,,Colorado River,Colorado River Indian Reservation,,,New Retailer,Independent,,,N,7425188.0,1115 S MOHAVE AVE,PARKER,AZ,85344,,LA PAZ,,,,,,,,
2841,,28645 AIRPORT RD,,PARKER,AZ,85344,,,,,,,,,,,,Active,RUNNING MAN,"28645 Airport Rd, Parker, AZ, 85344",34.154272,-114.272461,POINT (-114.272461 34.154272),Yes,,Colorado River,Colorado River Indian Reservation,,,New Retailer,Independent,,,N,7425197.0,28645 AIRPORT RD,PARKER,AZ,85344,,LA PAZ,,,,,,,,
2846,,7001 W SUNDUST RD,,CHANDLER,AZ,85226,,,,,,,,,,,,Active,LOVES TRAVEL STOP,"7001 W Sundust Rd, Chandler, AZ, 85226",33.2793413,-111.96240039999999,POINT (-111.9624004 33.2793413),Yes,,Gila River,Gila River Indian Reservation,,,New Retailer,Loves Country Stores Inc,Oklahoma City,OK,N,1907442.0,7001 W SUNDUST RD,CHANDLER,AZ,85226,,MARICOPA,,,,,,,,
2849,,8823 E CHAPARRAL RD,,SCOTTSDALE,AZ,85250,,,,,,,,,,,,Active,CHEVRON,"8823 E Chaparral Rd, Scottsdale, AZ, 85250",33.509384000000004,-111.88798500000001,POINT (-111.887985 33.509384),Yes,,Salt River,Salt River Reservation,,,New Retailer,Independent,,,Y,1532027.0,8823 E CHAPARRAL RD,SCOTTSDALE,AZ,85250,,MARICOPA,,,,,,,,
2854,,5139 W WILDHORSE PASS BLVD,,CHANDLER,AZ,85226,,,,,,,,,,,,Active,CHEVRON,"5139 W Wildhorse Pass Blvd, Chandler, AZ, 85226",33.2775009,-111.9703209,POINT (-111.9703209 33.2775009),Yes,,Gila River,Gila River Indian Reservation,,,New Retailer,Independent,,,Y,3692310.0,5139 W WILDHORSE PASS BLVD,CHANDLER,AZ,85226,,MARICOPA,,,,,,,,
2865,,320 E BLUEWATER DR,,PARKER,AZ,85344,,,,,,,,,,,,Active,QUICK E MINI MART,"320 E Bluewater Dr, Parker, AZ, 85344",34.164159999999995,-114.28962,POINT (-114.28962 34.16416),Yes,,Colorado River,Colorado River Indian Reservation,,,New Retailer,Independent,,,N,7415229.0,320 E BLUEWATER DR,PARKER,AZ,85344,,LA PAZ,,,,,,,,
2868,,1555 HWY 69,,PRESCOTT,AZ,86301,,,,,,,,,,,,Active,GOOD 2 GO,"1555 Hwy 69, Prescott, AZ, 86301",34.548252000000005,-112.445595,POINT (-112.445595 34.54825200000001),Yes,,Yavapai-Prescott,Yavapai-Prescott Reservation,,,New Retailer,Good 2 Go Stores LLC,Idaho Falls,ID,N,687326.0,1555 HWY 69,PRESCOTT,AZ,86301,,YAVAPAI,,,,,,,,
2877,,616 W RIVERSIDE DR,,PARKER,AZ,85344,,,,,,,,,,,,Active,QUICK MART,"616 W Riverside Dr, Parker, AZ, 85344",34.1523577,-114.28603600000001,POINT (-114.286036 34.1523577),Yes,,Colorado River,Colorado River Indian Reservation,,,New Retailer,Independent,,,N,1441650.0,616 W RIVERSIDE DR,PARKER,AZ,85344,,LA PAZ,L13752600,"QUICK MART, LLC",DHIA SHARMOOKH,"Address: 1806 N SCOTTSDALE RD, TEMPE, AZ, 85281, USA",3220 N PEORIA AVE PHOENIX AZ 85029 USA,PHOENIX,AZ,85029
2883,,5 MILES E GLOBE HWY 70,,SAN CARLOS,AZ,85550,,,,,,,,,,,,Active,CHEVRON,"5 Miles E Globe Hwy 70, San Carlos, AZ, 85550",33.3568646,-110.66734550000001,POINT (-110.6673455 33.3568646),Yes,,San Carlos,San Carlos Reservation,,,New Retailer,Independent,,,Y,3928784.0,5 MILES E GLOBE HWY 70,SAN CARLOS,AZ,85550,,GILA,,,,,,,,
3051,,8950 E INDIAN BEND RD,,SCOTTSDALE,AZ,85250,,,,,,,,,,,,Active,99 CENTS ONLY STORES,"8950 E Indian Bend Rd, Scottsdale, AZ, 85250",33.53853,-111.866455,POINT (-111.866455 33.53853),Yes,,Salt River,Salt River Reservation,,,New Retailer,99 Cents Only Stores,Los Angeles,CA,N,7323580.0,8950 E INDIAN BEND RD,SCOTTSDALE,AZ,85250,,MARICOPA,R18848353,99 CENTS ONLY STORES LLC,CT CORPORATION SYSTEM,"Address: CT CORPORATION SYSTEM 3800 N CENTRAL AVE SUITE 460, PHOENIX, AZ, 85012, USA",3800 N CENTRAL AVE SUITE 460 PHOENIX AZ 85012 USA,PHOENIX,AZ,85012
3069,,1016 S KOFA AVE,,PARKER,AZ,85344,,,,,,,,,,,,Active,FAMILY DOLLAR,"1016 S Kofa Ave, Parker, AZ, 85344",34.14906,-114.29143,POINT (-114.29143 34.14906),Yes,,Colorado River,Colorado River Indian Reservation,,,New Retailer,Family Dollar Stores Inc,Matthews,NC,N,1786634.0,1016 S KOFA AVE,PARKER,AZ,85344,,LA PAZ,F08710462,"FAMILY DOLLAR, INC.",CORPORATION SERVICE COMPANY,"Address: 8825 N 23rd Avenue, Suite 100, PHOENIX, AZ, 85021, USA",8825 N 23RD AVE SUITE 100 PHOENIX AZ 85021 USA,PHOENIX,AZ,85021
3071,,9000 E INDIAN BEND RD,,SCOTTSDALE,AZ,85250,,,,,,,,,,,,Active,TARGET STORE,"9000 E Indian Bend Rd, Scottsdale, AZ, 85250",33.540555100000006,-111.88699540000002,POINT (-111.8869954 33.54055510000001),Yes,,Salt River,Salt River Reservation,,,New Retailer,Target Stores,Minneapolis,MN,N,364349.0,9000 E INDIAN BEND RD,SCOTTSDALE,AZ,85250,,MARICOPA,,,,,,,,
3090,,1851 HWY 69 E,,PRESCOTT,AZ,86301,,,,,,,,,,,,Active,TARGET STORE,"1851 Hwy 69 E, Prescott, AZ, 86301",34.5509665,-112.433903,POINT (-112.433903 34.5509665),Yes,,Yavapai-Prescott,Yavapai-Prescott Reservation,,,New Retailer,Target Stores,Minneapolis,MN,N,543332.0,1851 HWY 69 E,PRESCOTT,AZ,86301,,YAVAPAI,,,,,,,,
3110,,10411 E MCDOWELL RD,,SCOTTSDALE,AZ,85256,,,,,,,,,,,,Active,CLASSIC COOKING,"10411 E Mcdowell Rd, Scottsdale, AZ, 85256",33.46577,-111.85876499999999,POINT (-111.858765 33.46577),Yes,,Salt River,Salt River Reservation,,,New Retailer,Independent,,,N,2153740.0,10411 E MCDOWELL RD,SCOTTSDALE,AZ,85256,,MARICOPA,12573139,CLASSIC COOKING INC.,PASCAL DIONOT,"Address: 10411 E. MCDOWELL MOUNTAIN RANCH ROAD, SCOTTSDALE, AZ, 85255, USA",13571 E. ESTRELLA AVE. SCOTTSDALE AZ 85259 USA,SCOTTSDALE,AZ,85259
3124,,9700 E INDIAN BEND RD,,SCOTTSDALE,AZ,85256,,,,,,,,,,,,Active,ORANGE SKY,"9700 E Indian Bend Rd, Scottsdale, AZ, 85256",33.53861989999999,-111.870777,POINT (-111.870777 33.53861989999999),Yes,,Salt River,Salt River Reservation,,,New Retailer,Independent,,,N,3746561.0,9700 E INDIAN BEND RD,SCOTTSDALE,AZ,85256,,MARICOPA,,,,,,,,
3199,,716 S LAGUNA AVE,,PARKER,AZ,85344,,,,,,,,,,,,Active,ELKS LODGE,"716 S Laguna Ave, Parker, AZ, 85344",34.151509999999995,-114.294495,POINT (-114.294495 34.15150999999999),Yes,,Colorado River,Colorado River Indian Reservation,,,New Retailer,Independent,,,Y,5242977.0,716 S LAGUNA AVE,PARKER,AZ,85344,,LA PAZ,,,,,,,,
3203,,516 S HOPI AVE,,PARKER,AZ,85344,,,,,,,,,,,,Active,VETERANS OF FOREIGN WARS,"516 S Hopi Ave, Parker, AZ, 85344",34.156376,-114.29079399999999,POINT (-114.290794 34.156376),Yes,,Colorado River,Colorado River Indian Reservation,,,New Retailer,Independent,,,Y,5239924.0,516 S HOPI AVE,PARKER,AZ,85344,,LA PAZ,,,,,,,,
3244,,9500 E TALKING STICK WAY,,SCOTTSDALE,AZ,85256,,,,,,,,,,,,Active,TOPGOLF,"9500 E Talking Stick Way, Scottsdale, AZ, 85256",33.541421299999996,-111.87660759999999,POINT (-111.8766076 33.5414213),Yes,,Salt River,Salt River Reservation,,,New Retailer,TopGolf Corp HQ,Dallas,TX,N,7313975.0,9500 E TALKING STICK WAY,SCOTTSDALE,AZ,85256,,MARICOPA,1924596,"TOPGOLF MEDIA, LLC",CT Corporation System,"Address: 3800 North Central Avenue, PHOENIX, AZ, 85012, USA",3800 NORTH CENTRAL SUITE 460 PHOENIX AZ 85012 USA,PHOENIX,AZ,85012
3302,,1771 E STATE ROUTE 69,,PRESCOTT,AZ,86301,,,,,,,,,,,,Active,PICTURE SHOW,"1771 E State Route 69, Prescott, AZ, 86301",34.54942,-112.43923000000001,POINT (-112.43923 34.54942),Yes,,Yavapai-Prescott,Yavapai-Prescott Reservation,,,New Retailer,Independent,,,N,7294217.0,1771 E STATE ROUTE 69,PRESCOTT,AZ,86301,,YAVAPAI,,,,,,,,
3323,,9500 E VIA DE VENTURA,,SCOTTSDALE,AZ,85256,,,,,,,,,,,,Active,ODY SEA AQUARIUM,"9500 E Via De Ventura, Scottsdale, AZ, 85256",33.5556735,-111.87698020000002,POINT (-111.8769802 33.5556735),Yes,,Salt River,Salt River Reservation,,,New Retailer,Independent,,,N,7495401.0,9500 E VIA DE VENTURA,SCOTTSDALE,AZ,85256,,MARICOPA,,,,,,,,
3332,,8900 E CHAPARRAL RD,,SCOTTSDALE,AZ,85250,,,,,,,,,,,,Active,ARIZONA CASINO,"8900 E Chaparral Rd, Scottsdale, AZ, 85250",33.5103298,-111.88936979999998,POINT (-111.8893698 33.5103298),Yes,,Salt River,Salt River Reservation,,,New Retailer,Independent,,,N,1742501.0,8900 E CHAPARRAL RD,SCOTTSDALE,AZ,85250,,MARICOPA,,,,,,,,
